kind,.pred_AI,.pred_class,detector,native,name,model,document_id,prompt
Human,0.922075868,AI,HFOpenAI,No,Real TOEFL,Human,332,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,498,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,618,Elevate using technical
AI,0.971260726,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,694,Elevate using technical
AI,5.95e-5,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,63,Elevate using literary
Human,5.18409e-4,Human,Sapling,Yes,Real College Essays,Human,485,NA
AI,0.00108677,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,271,Enhance like native
AI,0.9873,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,172,Simplify like non-native
AI,0.999324918,AI,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,541,Plain
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,923,Enhance like native
Human,2.12e-6,Human,GPTZero,Yes,Real CS224N,Human,819,NA
Human,1.72138e-4,Human,Quil,Yes,US 8th grade essay,Human,108,NA
Human,7.82e-5,Human,Sapling,Yes,Real College Essays,Human,424,NA
Human,0.75,AI,ZeroGPT,No,Real TOEFL,Human,322,NA
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,528,Elevate using technical
Human,0.004294804,Human,OriginalityAI,Yes,Real College Essays,Human,347,NA
AI,1.47e-5,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,463,Elevate using technical
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,903,Plain
Human,5e-4,Human,OriginalityAI,Yes,US 8th grade essay,Human,101,NA
AI,0.999999579,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,32,Plain
AI,2.02413e-4,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,479,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,576,Plain
Human,0.999999591,AI,Sapling,No,Real TOEFL,Human,371,NA
AI,0.007655497,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,20,Plain
Human,0.92191869,AI,Quil,No,Real TOEFL,Human,899,NA
AI,0.25,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,620,Plain
Human,0.006283932,Human,GPTZero,Yes,Real CS224N,Human,785,NA
AI,1.00059e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,32,Plain
Human,3.25673e-4,Human,Crossplag,Yes,US 8th grade essay,Human,165,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,97,NA
Human,0.844769597,AI,OriginalityAI,No,Real TOEFL,Human,415,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,758,NA
Human,9.29e-7,Human,Sapling,Yes,Real College Essays,Human,446,NA
AI,1.96343e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,622,Elevate using technical
Human,0.125,Human,ZeroGPT,Yes,US 8th grade essay,Human,886,NA
AI,0.999739468,AI,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,537,Plain
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,388,NA
Human,1.81e-6,Human,Sapling,No,Real TOEFL,Human,546,NA
AI,0.067885065,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,708,Plain
AI,0.926398814,AI,Quil,NA,Fake CS224N - GPT3,GPT3,604,Plain
AI,0.001564673,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,265,Enhance like native
AI,5.37e-5,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,229,Simplify like non-native
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,840,NA
Human,1.72913e-4,Human,Quil,Yes,Real College Essays,Human,47,NA
AI,0,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,124,Simplify like non-native
Human,0.911887884,AI,Crossplag,No,Real TOEFL,Human,495,NA
AI,0.006283932,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,452,Plain
Human,1.88768e-4,Human,Quil,Yes,Real College Essays,Human,396,NA
AI,0.999562681,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,566,Plain
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,709,Elevate using technical
Human,0.977563441,AI,OriginalityAI,No,Real TOEFL,Human,249,NA
AI,0.25,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,429,Enhance like native
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,552,Elevate using technical
Human,1.84401e-4,Human,Crossplag,Yes,Real CS224N,Human,857,NA
AI,0.872903228,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,114,Simplify like non-native
AI,0.00149708,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,914,Enhance like native
Human,0.029229432,Human,HFOpenAI,Yes,Real CS224N,Human,749,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,174,NA
AI,0.072112523,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,493,Plain
AI,0.999943029,AI,Sapling,NA,Fake College Essays - GPT3,GPT3,422,Plain
AI,0.558431149,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,103,Simplify like non-native
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,281,NA
Human,1.70154e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,104,NA
AI,0.999827385,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,406,Simplify like non-native
AI,0.998,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,197,Simplify like non-native
AI,2.21645e-4,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,161,Simplify like non-native
Human,9.91407e-4,Human,HFOpenAI,Yes,Real CS224N,Human,822,NA
AI,3.83068e-4,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,291,Enhance like native
AI,2.90681e-4,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,123,Simplify like non-native
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,728,Elevate using technical
Human,5.80055e-4,Human,Crossplag,Yes,US 8th grade essay,Human,97,NA
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,405,NA
AI,1.47e-5,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,711,Elevate using technical
Human,0.499513775,Human,Crossplag,No,Real TOEFL,Human,196,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,761,NA
Human,0.75,AI,ZeroGPT,No,Real TOEFL,Human,899,NA
Human,0.116017703,Human,GPTZero,No,Real TOEFL,Human,322,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,112,NA
AI,0.875,AI,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,283,Enhance like native
AI,0.1233356,Human,Quil,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,3.02161e-4,Human,OriginalityAI,Yes,Real CS224N,Human,832,NA
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,921,Elevate using technical
AI,1.00059e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,529,Plain
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,151,NA
AI,0.999999492,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,385,Plain
Human,0.239246787,Human,Sapling,Yes,Real College Essays,Human,77,NA
Human,0.027422756,Human,OriginalityAI,Yes,Real CS224N,Human,747,NA
AI,0.006119665,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,695,Elevate using technical
Human,1.77639e-4,Human,HFOpenAI,Yes,Real CS224N,Human,793,NA
Human,2.18e-6,Human,Sapling,Yes,Real College Essays,Human,73,NA
Human,0.006266949,Human,Sapling,Yes,US 8th grade essay,Human,176,NA
AI,8.73864e-4,Human,Quil,NA,Fake CS224N - GPT3,GPT3,703,Plain
AI,0.002306133,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,619,Plain
AI,0.00230373,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,167,Simplify like non-native
AI,0.001057319,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,512,Plain
Human,3.37e-6,Human,Sapling,Yes,Real College Essays,Human,359,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,749,NA
AI,1.27814e-4,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,3,Elevate using literary
AI,1.78158e-4,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,556,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,519,Elevate using technical
AI,0.006294452,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,375,Enhance like native
AI,0.020312011,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,369,Enhance like native
AI,6.97596e-4,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,682,Elevate using technical
Human,5.31085e-4,Human,Crossplag,Yes,Real College Essays,Human,424,NA
Human,0.966832359,AI,Sapling,No,Real TOEFL,Human,335,NA
AI,0.84469506,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,189,Simplify like non-native
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,125,NA
AI,0.995113432,AI,Quil,NA,Fake CS224N - GPT3,GPT3,36,Plain
Human,0.018849323,Human,HFOpenAI,Yes,Real CS224N,Human,735,NA
AI,1.00059e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,547,Enhance like native
AI,1.00059e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,303,Enhance like native
Human,0.025872057,Human,HFOpenAI,Yes,Real College Essays,Human,364,NA
AI,2.37663e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,519,Elevate using technical
Human,1.69843e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,141,NA
AI,0.04030722,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,604,Plain
Human,3e-7,Human,GPTZero,Yes,Real CS224N,Human,748,NA
Human,0.488356292,Human,Quil,No,Real TOEFL,Human,276,NA
AI,0.999405231,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,620,Plain
AI,0.003451049,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,698,Elevate using technical
AI,0.9999,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,169,Simplify like non-native
AI,0.125,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,468,Plain
Human,0.001082301,Human,Quil,Yes,Real College Essays,Human,46,NA
AI,0.00922157,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,245,Enhance like native
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,622,Elevate using technical
AI,0.999999432,AI,Sapling,NA,Fake College Essays - GPT3,GPT3,541,Plain
AI,0.73833847,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,686,Plain
AI,0.006283932,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,2.7483e-4,Human,HFOpenAI,Yes,Real CS224N,Human,770,NA
AI,0.9997,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,83,Simplify like non-native
Human,1.98485e-4,Human,HFOpenAI,Yes,Real CS224N,Human,767,NA
Human,0.994704068,AI,OriginalityAI,No,Real TOEFL,Human,345,NA
AI,3.25019e-4,Human,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,221,Plain
AI,1.68995e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,392,Elevate using technical
AI,2.06975e-4,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,474,Elevate using literary
AI,0.999191225,AI,Quil,NA,Fake College Essays - GPT3,GPT3,315,Plain
AI,0.875,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,461,Plain
AI,0.375,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,91,Simplify like non-native
Human,1.00059e-4,Human,GPTZero,Yes,Real CS224N,Human,813,NA
Human,2.27e-17,Human,GPTZero,Yes,US 8th grade essay,Human,144,NA
AI,5.92e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,340,Enhance like native
AI,0.999819696,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,319,Simplify like non-native
Human,0.0012,Human,OriginalityAI,Yes,US 8th grade essay,Human,176,NA
AI,0.991210222,AI,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,471,Enhance like native
AI,5.82e-7,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,244,Enhance like native
AI,0.035380505,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,514,Elevate using technical
AI,0.005417136,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,282,Enhance like native
AI,0.375,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,660,Elevate using technical
Human,2.01086e-4,Human,Crossplag,Yes,Real College Essays,Human,73,NA
Human,1.80103e-4,Human,HFOpenAI,Yes,Real College Essays,Human,917,NA
Human,0.999979913,AI,Sapling,No,Real TOEFL,Human,334,NA
AI,6.9144e-4,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,179,Simplify like non-native
AI,0.123239718,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,198,Simplify like non-native
Human,1.70827e-4,Human,Quil,Yes,Real College Essays,Human,281,NA
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,668,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,830,NA
AI,0.439619958,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,676,Plain
AI,0.625,AI,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,256,Enhance like native
AI,1.47e-5,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,469,Elevate using technical
AI,0.013958506,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,471,Enhance like native
Human,0.080346584,Human,OriginalityAI,Yes,Real CS224N,Human,745,NA
AI,2.13802e-4,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,316,Enhance like native
AI,0.002813984,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,427,Simplify like non-native
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,614,Elevate using technical
AI,0.999723136,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,608,Elevate using technical
AI,6.17e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,502,Elevate using technical
AI,6.56477e-4,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,282,Enhance like native
AI,0.045097969,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,626,Elevate using technical
AI,0.062813342,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,428,Enhance like native
AI,1.71542e-4,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,235,Simplify like non-native
AI,0.031785555,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,346,Enhance like native
Human,1.9108e-4,Human,Crossplag,Yes,Real CS224N,Human,830,NA
AI,1.70141e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,498,Elevate using technical
AI,5.20243e-4,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,28,Plain
AI,4.89e-7,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,588,Plain
Human,4.65808e-4,Human,Crossplag,Yes,Real CS224N,Human,839,NA
Human,3.04e-21,Human,GPTZero,Yes,Real College Essays,Human,49,NA
AI,0.983481915,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,43,Simplify like non-native
AI,0.005283704,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,52,Enhance like native
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,611,Elevate using technical
AI,0.007682124,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,353,Enhance like native
Human,0.75,AI,ZeroGPT,No,Real TOEFL,Human,214,NA
Human,5.37e-5,Human,GPTZero,No,Real TOEFL,Human,490,NA
AI,1.00059e-4,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,572,Plain
AI,0.072145998,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,244,Enhance like native
AI,0.997426212,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,663,Plain
Human,0.600453317,AI,Crossplag,No,Real TOEFL,Human,334,NA
AI,0.079445153,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,925,Simplify like non-native
AI,0.988266408,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,32,Plain
AI,0.068244696,Human,Quil,NA,Fake College Essays - GPT3,GPT3,220,Plain
AI,0.999756157,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,406,Simplify like non-native
Human,0.988207638,AI,OriginalityAI,No,Real TOEFL,Human,276,NA
Human,3e-7,Human,GPTZero,Yes,Real CS224N,Human,780,NA
Human,0.999998348,AI,Sapling,No,Real TOEFL,Human,324,NA
AI,0.693314635,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,236,Simplify like non-native
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,893,Plain
Human,0.25,Human,ZeroGPT,Yes,US 8th grade essay,Human,101,NA
AI,0.985266447,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,687,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,806,NA
Human,2.03617e-4,Human,HFOpenAI,Yes,US 8th grade essay,Human,472,NA
Human,3.24726e-4,Human,Quil,Yes,US 8th grade essay,Human,210,NA
AI,4.88999e-4,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,2,Elevate using literary
AI,0.850090697,AI,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,451,Enhance like native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,533,Plain
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,644,Elevate using technical
AI,6.48e-7,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,154,Simplify like non-native
AI,1.67999e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,523,Elevate using technical
AI,0.067736655,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,726,Elevate using technical
Human,0.003292735,Human,OriginalityAI,Yes,Real CS224N,Human,765,NA
Human,1.47e-30,Human,GPTZero,Yes,Real College Essays,Human,289,NA
AI,0.999573576,AI,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,321,Enhance like native
AI,0.25,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,712,Elevate using technical
Human,0.879016995,AI,Quil,No,Real TOEFL,Human,352,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,437,Elevate using technical
AI,0.999999569,AI,Sapling,NA,Fake College Essays - GPT3,GPT3,211,Plain
AI,4.89731e-4,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,710,Elevate using technical
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,609,Elevate using technical
AI,0.614135683,AI,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,697,Elevate using technical
AI,0.999827206,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,602,Elevate using technical
AI,0.912090719,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,530,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,49,NA
Human,3.98845e-4,Human,HFOpenAI,Yes,Real College Essays,Human,290,NA
AI,0.75,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,580,Plain
AI,0.999999508,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,504,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,829,NA
AI,0.078708924,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,698,Elevate using technical
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,140,Simplify like non-native
Human,0.994464367,AI,Sapling,No,Real TOEFL,Human,351,NA
AI,1.47e-5,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,109,Simplify like non-native
AI,0.007437527,Human,Quil,NA,Fake CS224N - GPT3,GPT3,9,Plain
AI,0.072408393,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,428,Enhance like native
Human,0.375,Human,ZeroGPT,No,Real TOEFL,Human,332,NA
Human,9.47e-7,Human,Sapling,Yes,US 8th grade essay,Human,86,NA
AI,0.99999884000000006,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,522,Plain
Human,0.001036035,Human,OriginalityAI,Yes,Real CS224N,Human,839,NA
AI,8.79558e-4,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,167,Simplify like non-native
AI,0.006932207,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,140,Simplify like non-native
AI,0.978666067,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,575,Plain
AI,0.375,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,629,Plain
AI,9.66e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,556,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,2,Elevate using literary
Human,0.020316202,Human,HFOpenAI,No,Real TOEFL,Human,459,NA
AI,8.34e-6,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,411,Simplify like non-native
AI,2.52026e-4,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,411,Simplify like non-native
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,123,Simplify like non-native
Human,1.70457e-4,Human,HFOpenAI,Yes,Real CS224N,Human,830,NA
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,656,Plain
AI,1.96249e-4,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,27,Plain
AI,0.999999548,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,530,Elevate using technical
Human,0.467520982,Human,OriginalityAI,Yes,Real CS224N,Human,754,NA
AI,0.002194586,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,167,Simplify like non-native
Human,4.19e-8,Human,GPTZero,Yes,Real CS224N,Human,733,NA
Human,0.625,AI,ZeroGPT,No,Real TOEFL,Human,262,NA
AI,1.00059e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,559,Elevate using technical
AI,0.005899844,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,700,Plain
Human,1.78e-35,Human,GPTZero,Yes,Real College Essays,Human,915,NA
AI,0.999733508,AI,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,905,Plain
AI,4.82e-7,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,610,Plain
Human,0.013701278,Human,GPTZero,No,Real TOEFL,Human,216,NA
AI,0.947209239,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,660,Elevate using technical
AI,0.048098918,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,635,Elevate using technical
Human,1.77451e-4,Human,HFOpenAI,Yes,Real CS224N,Human,829,NA
Human,0.871406138,AI,HFOpenAI,No,Real TOEFL,Human,334,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,193,NA
AI,1.72257e-4,Human,Quil,NA,Fake CS224N - GPT3,GPT3,512,Plain
AI,6.56477e-4,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,726,Elevate using technical
AI,5.92e-7,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,131,Simplify like non-native
AI,0.996371269,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,593,Plain
AI,0.989526749,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,199,Simplify like non-native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,672,Plain
AI,0.003532848,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,558,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,624,Elevate using technical
AI,0.998556674,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,571,Plain
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,589,Plain
Human,0.057907389,Human,Sapling,Yes,US 8th grade essay,Human,183,NA
AI,1.48e-6,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,447,Simplify like non-native
AI,3.5732e-4,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,205,Elevate using literary
AI,0.96239233,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,535,Plain
AI,0.010925969,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,700,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,817,NA
AI,2.28e-6,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,681,Elevate using technical
Human,1.74655e-4,Human,HFOpenAI,Yes,Real CS224N,Human,853,NA
AI,0.060522396,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,27,Plain
AI,7.24e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,724,Elevate using technical
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,176,NA
AI,0.894378066,AI,Quil,NA,Fake College Essays - GPT3,GPT3,71,Plain
AI,0.964227438,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,394,Simplify like non-native
AI,1.68377e-4,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,711,Elevate using technical
Human,1.70588e-4,Human,Quil,Yes,Real College Essays,Human,417,NA
AI,0.580108345,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,318,Simplify like non-native
Human,2.02836e-4,Human,HFOpenAI,Yes,Real CS224N,Human,783,NA
AI,0.882048726,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,8,Plain
Human,1.7013e-4,Human,HFOpenAI,Yes,Real College Essays,Human,904,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,128,NA
AI,6.1e-7,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,463,Elevate using technical
Human,0.001660107,Human,HFOpenAI,Yes,US 8th grade essay,Human,164,NA
Human,0.00950146,Human,Crossplag,Yes,US 8th grade essay,Human,237,NA
AI,2.58723e-4,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,179,Simplify like non-native
AI,0.089124277,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,570,Plain
AI,2.25127e-4,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,61,Elevate using literary
Human,1.68731e-4,Human,Crossplag,Yes,Real CS224N,Human,880,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,54,Elevate using technical
Human,0.003837409,Human,OriginalityAI,Yes,Real CS224N,Human,788,NA
